StopId,Zone,Street,Importance,Lng,Lat
58,Quận Gò Vấp,Nguyễn Oanh,329061,106.678775,10.828991
62,Quận Gò Vấp,Nguyễn Oanh,329061,106.676699,10.832547
63,Quận Gò Vấp,Nguyễn Oanh,329061,106.67583,10.839297
67,Quận Gò Vấp,Nguyễn Oanh,329061,106.67561,10.836114
1634,Huyện Hóc Môn,Nguyễn Ánh Thủ,328570,106.613125,10.864132
1635,Huyện Hóc Môn,Nguyễn Ánh Thủ,328570,106.61481,10.866466
1636,Huyện Hóc Môn,Nguyễn Ánh Thủ,328570,106.610851,10.860908
1637,Huyện Hóc Môn,Nguyễn Ánh Thủ,328570,106.60893,10.857947
1638,Huyện Hóc Môn,Nguyễn Ánh Thủ,328570,106.607997,10.856556
574,Quận Thủ Đức,Quốc lộ 1,325128,106.801116,10.86605
1518,Quận 9,Nguyễn Duy Trinh,323686,106.821077,10.806213
3019,Huyện Bình Chánh,Quốc lộ 50,323579,106.655617,10.718477
3020,Huyện Bình Chánh,Quốc lộ 50,323579,106.655531,10.715762
3021,Huyện Bình Chánh,Quốc lộ 50,323579,106.655627,10.71193
3023,Huyện Bình Chánh,Quốc lộ 50,323579,106.655359,10.708388
3024,Huyện Bình Chánh,Quốc lộ 50,323579,106.654308,10.701515
3025,Huyện Bình Chánh,Quốc lộ 50,323579,106.654801,10.704672
3026,Huyện Bình Chánh,Quốc lộ 50,323579,106.654356,10.698194
3027,Huyện Bình Chánh,Quốc lộ 50,323579,106.654876,10.695416
3028,Huyện Bình Chánh,Quốc lộ 50,323579,106.654946,10.692511
3029,Huyện Bình Chánh,Quốc lộ 50,323579,106.653471,10.688431
3030,Huyện Bình Chánh,Quốc lộ 50,323579,106.651068,10.683086
3031,Huyện Bình Chánh,Quốc lộ 50,323579,106.650488,10.677989
3032,Huyện Bình Chánh,Quốc lộ 50,323579,106.650853,10.673592
3033,Huyện Bình Chánh,Quốc lộ 50,323579,106.651052,10.669765
3034,Huyện Bình Chánh,Quốc lộ 50,323579,106.651229,10.66667
3035,Huyện Bình Chánh,Quốc lộ 50,323579,106.65154,10.662801
3036,Huyện Bình Chánh,Quốc lộ 50,323579,106.651776,10.659954
3038,Huyện Bình Chánh,Quốc lộ 50,323579,106.653138,10.656164
3039,Huyện Bình Chánh,Quốc lộ 50,323579,106.654608,10.652463
3040,Huyện Bình Chánh,Quốc lộ 50,323579,106.655982,10.648087
3041,Huyện Bình Chánh,Quốc lộ 50,323579,106.656776,10.644338
3042,Huyện Bình Chánh,Quốc lộ 50,323579,106.658036,10.637843
4421,Huyện Bình Chánh,Quốc lộ 50 (Quốc lộ 1A),323579,106.66023,10.633299
700,Huyện Bình Chánh,Quốc lộ 1A,323346,106.582333,10.675522
703,Huyện Bình Chánh,Quốc lộ 1A,323346,106.58928,10.681405
3431,Huyện Bình Chánh,Quốc lộ 1A,323346,106.59251,10.68452
3432,Huyện Bình Chánh,Quốc lộ 1A,323346,106.593695,10.686876
3116,Huyện Bình Chánh,Quốc lộ 50,321080,106.660509,10.633061
3118,Huyện Bình Chánh,Quốc lộ 50,321080,106.656861,10.644481
3119,Huyện Bình Chánh,Quốc lộ 50,321080,106.657993,10.638318
3120,Huyện Bình Chánh,Quốc lộ 50,321080,106.654791,10.652305
3121,Huyện Bình Chánh,Quốc lộ 50,321080,106.656024,10.648282
3122,Huyện Bình Chánh,Quốc lộ 50,321080,106.651905,10.659902
3123,Huyện Bình Chánh,Quốc lộ 50,321080,106.653214,10.656296
3124,Huyện Bình Chánh,Quốc lộ 50,321080,106.651352,10.666502
3125,Huyện Bình Chánh,Quốc lộ 50,321080,106.651658,10.663001
3126,Huyện Bình Chánh,Quốc lộ 50,321080,106.651003,10.673508
3127,Huyện Bình Chánh,Quốc lộ 50,321080,106.651175,10.66986
3128,Huyện Bình Chánh,Quốc lộ 50,321080,106.650681,10.677899
3129,Huyện Bình Chánh,Quốc lộ 50,321080,106.651261,10.683149
3130,Huyện Bình Chánh,Quốc lộ 50,321080,106.655096,10.692622
3131,Huyện Bình Chánh,Quốc lộ 50,321080,106.653691,10.688516
3132,Huyện Bình Chánh,Quốc lộ 50,321080,106.654501,10.698136
3133,Huyện Bình Chánh,Quốc lộ 50,321080,106.654978,10.695548
3134,Huyện Bình Chánh,Quốc lộ 50,321080,106.654957,10.704709
3135,Huyện Bình Chánh,Quốc lộ 50,321080,106.655756,10.712051
3136,Huyện Bình Chánh,Quốc lộ 50,321080,106.654587,10.701768
